編號,地震時間,經度,緯度,規模,深度,位置,震度
小區域有感地震,2018/4/19 06:04,121.47,23.94,3.1,19.6,花蓮縣政府西偏南方  16.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2018/4/19 10:46,121.69,24.15,3.2,10.8,花蓮縣政府北偏東方  18.8  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2018/4/19 10:52,121.77,24.17,3.1,14.4,花蓮縣政府東北方  25.4  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/4/20 13:25,121.78,24.17,3.8,14.7,花蓮縣政府東北方  25.8  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2018/4/21 05:35,121.75,24.24,2.9,9.8,花蓮縣政府北偏東方  30.7  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/4/21 18:56,120.65,22.87,3.6,16.6,屏東縣政府東北方  26.2  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉),2
小區域有感地震,2018/4/22 06:32,121.57,24.08,2.7,14.7,花蓮縣政府北偏西方  10.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2018/4/23 07:36,121.81,24.23,3.2,18,花蓮縣政府東北方  33.1  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/4/23 08:36,120.45,23.18,3.4,10.2,嘉義市政府南方  32.9  公里 (位於臺南市玉井區)(臺南市玉井區),2
小區域有感地震,2018/4/23 20:37,121,24,3.3,10,南投縣政府東偏北方  33.4  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),2
小區域有感地震,2018/4/24 01:10,121.01,24,3.8,10.5,南投縣政府東偏北方  34.2  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),2
76,2018/4/24 10:11,121.01,24,5,11.1,南投縣政府東偏北方  34.9  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),3
小區域有感地震,2018/4/24 12:58,120.61,23.54,2.9,9.5,嘉義市政府東偏北方  17.2  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉),3
75,2018/4/26 11:12,121.98,24.65,4.9,63.7,宜蘭縣政府東偏南方  23.4  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/4/26 13:44,121.86,24.48,2.7,10.8,宜蘭縣政府南偏東方  29.5  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2018/4/26 13:46,121.5,24.4,3.3,7.1,宜蘭縣政府西南方  45.2  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
小區域有感地震,2018/4/27 03:02,121.73,24.41,3.4,7.9,宜蘭縣政府南方  36.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
小區域有感地震,2018/4/27 12:34,121.5,24.41,2.5,6.9,宜蘭縣政府西南方  45.1  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),1
74,2018/4/27 13:55,120.62,23.59,4.7,7.7,雲林縣政府東南方  15.2  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉),3
73,2018/4/27 16:01,121.84,24.54,3.6,8.5,宜蘭縣政府南偏東方  23.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),1
小區域有感地震,2018/4/28 03:15,121.61,24.01,3.5,9.4,花蓮縣政府北偏西方  1.8  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),3
小區域有感地震,2018/4/29 15:02,121.84,24.53,3.2,8.5,宜蘭縣政府南偏東方  23.2  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
72,2018/4/29 16:39,120.54,23.3,5.3,11.2,嘉義市政府南偏東方  22.1  公里 (位於嘉義縣大埔鄉)(嘉義縣大埔鄉),4
小區域有感地震,2018/4/29 21:54,121.92,24.51,3.1,13.5,宜蘭縣政府東南方  29.4  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2018/4/30 07:49,121.91,24.44,3.6,22.7,宜蘭縣政府南偏東方  35.8  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/4/30 17:19,121.38,23.2,4.2,18.1,臺東縣政府北偏東方  54.4  公里 (位於臺東縣成功鎮)(臺東縣成功鎮),2
小區域有感地震,2018/5/1 07:10,121.64,24.33,3.3,23.3,花蓮縣政府北方  37.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2018/5/1 14:37,121.64,24.34,3.5,23.6,花蓮縣政府北方  38.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),1
小區域有感地震,2018/5/2 00:47,121.64,24.05,2.8,9.1,花蓮縣政府北偏東方  6.5  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/5/2 07:47,121.01,24.04,4.1,17.2,臺中市政府東偏南方  35.1  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉),1
小區域有感地震,2018/5/3 01:27,121.83,24.15,4.2,5.7,花蓮縣政府東北方  27.9  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/5/3 05:23,121.81,24.16,3.9,6.8,花蓮縣政府東北方  26.7  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2018/5/3 15:35,121.84,24.15,4.3,8.3,花蓮縣政府東北方  27.9  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2018/5/4 06:19,120.8,22.34,3.6,8,屏東縣政府東南方  50.0  公里 (位於臺東縣達仁鄉)(臺東縣達仁鄉),2
小區域有感地震,2018/5/4 07:37,120.8,22.34,3.2,7.8,屏東縣政府東南方  50.0  公里 (位於臺東縣達仁鄉)(臺東縣達仁鄉),4
小區域有感地震,2018/5/5 14:12,120.81,23.19,3.5,6.2,嘉義市政府東南方  48.1  公里 (位於高雄市桃源區)(高雄市桃源區),3
小區域有感地震,2018/5/5 19:32,121.66,24.35,2.7,6.6,花蓮縣政府北方  39.6  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2018/5/5 21:01,121.49,23.45,3.8,26,花蓮縣政府南偏西方  61.4  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉),1
小區域有感地震,2018/5/8 19:29,121.64,24.01,3.7,7.4,花蓮縣政府東北方  2.6  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),3
小區域有感地震,2018/5/9 00:04,121.81,24.2,2.9,18.9,花蓮縣政府東北方  30.5  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2018/5/9 01:39,121.72,24.2,3.3,8.1,花蓮縣政府北偏東方  24.8  公里 (位於花蓮縣近海)(花蓮縣近海),2
71,2018/5/9 02:47,121.86,24.7,4.9,81.7,宜蘭縣政府東偏南方  10.7  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2018/5/9 16:43,121.58,23.89,3.8,8.3,花蓮縣政府南偏西方  12.2  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),3
小區域有感地震,2018/5/11 08:15,121.57,23.89,3.1,8.2,花蓮縣政府南偏西方  12.1  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),1
小區域有感地震,2018/5/11 19:11,121.51,25.02,2.2,5.1,新北市政府東方  4.7  公里 (位於臺北市中正區)(臺北市中正區),4
小區域有感地震,2018/5/12 03:46,121.58,23.97,2.9,7,花蓮縣政府西南方  4.5  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉),1
小區域有感地震,2018/5/12 12:17,121.7,24.25,2.4,12.4,花蓮縣政府北偏東方  29.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),4
小區域有感地震,2018/5/13 02:15,121.64,24.05,2.5,8.2,花蓮縣政府北偏東方  6.9  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2018/5/13 05:18,121.76,21.9,4.4,23.6,臺東縣政府東南方  113.6  公里 (位於臺灣東南部海域)(臺灣東南部海域),2
小區域有感地震,2018/5/15 16:14,121.73,24.18,3.3,8.2,花蓮縣政府北偏東方  23.4  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/5/16 15:32,121.79,23.92,3.2,3.2,花蓮縣政府東偏南方  19.1  公里 (位於臺灣東部海域)(臺灣東部海域),3
70,2018/5/18 11:54,121.71,24.18,4.9,10.1,花蓮縣政府北偏東方  22.7  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/5/19 11:09,121.84,24.46,2.8,8.6,宜蘭縣政府南偏東方  31.4  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2018/5/20 01:13,120.58,23.06,3.5,8.4,臺南市政府東方  41.1  公里 (位於高雄市甲仙區)(高雄市甲仙區),2
小區域有感地震,2018/5/20 11:41,121.6,24,2,6.4,花蓮縣政府西偏北方  2.6  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),3
小區域有感地震,2018/5/20 12:52,122.92,24.32,5.3,42.2,宜蘭縣政府東偏南方  126.4  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/5/20 14:44,121.58,23.96,2.4,7.7,花蓮縣政府西南方  4.8  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉),2
小區域有感地震,2018/5/21 11:42,121.56,24.18,2.8,23.8,花蓮縣政府北偏西方  21.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2018/5/21 20:58,121.73,24.68,2.8,8.7,宜蘭縣政府西南方  6.4  公里 (位於宜蘭縣冬山鄉)(宜蘭縣冬山鄉),2
小區域有感地震,2018/5/22 21:36,121.6,23.94,2.3,10.4,花蓮縣政府南偏西方  6.1  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),3
小區域有感地震,2018/5/23 16:30,121.59,23.93,2.3,8.2,花蓮縣政府南偏西方  7.1  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉),2
小區域有感地震,2018/5/24 10:28,123.92,24.42,5.8,68.3,宜蘭縣政府東方  220.6  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/5/24 10:29,121.59,23.97,2.1,5.9,花蓮縣政府西偏南方  3.7  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉),3
小區域有感地震,2018/5/25 14:51,121,24.21,3.4,35.9,臺中市政府東偏北方  33.7  公里 (位於臺中市和平區)(臺中市和平區),2
小區域有感地震,2018/5/25 14:56,121.47,23.93,3.2,18.4,花蓮縣政府西偏南方  16.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2018/5/26 08:17,121.09,22.91,3.4,10.9,臺東縣政府北偏西方  18.7  公里 (位於臺東縣延平鄉)(臺東縣延平鄉),1
小區域有感地震,2018/5/29 09:38,121.01,22.36,3.8,11.8,臺東縣政府南偏西方  46.1  公里 (位於臺灣東部海域)(臺灣東部海域),3
85,2018/5/29 11:02,121,22.36,4.4,12.1,臺東縣政府南偏西方  46.1  公里 (位於臺東縣近海)(臺東縣近海),1
小區域有感地震,2018/5/29 16:02,121.77,24.47,2.9,10,宜蘭縣政府南方  28.6  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),1
小區域有感地震,2018/5/31 09:03,121,24.76,1.9,5.1,新竹市政府東南方  6.2  公里 (位於新竹縣寶山鄉)(新竹縣寶山鄉),2
84,2018/5/31 09:03,120.99,22.34,4.5,11.9,臺東縣政府南偏西方  48.9  公里 (位於臺東縣近海)(臺東縣近海),1
小區域有感地震,2018/5/31 09:17,120.99,22.33,3.5,11.7,臺東縣政府南偏西方  49.6  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2018/5/31 09:19,121.54,24.63,2.5,9,宜蘭縣政府西偏南方  25.3  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉),2
小區域有感地震,2018/5/31 18:07,121.07,22.34,4.5,5,臺東縣政府南偏西方  46.6  公里 (位於臺灣東部海域)(臺灣東部海域),3
83,2018/6/15 17:37,121.05,22.36,4.6,3.7,臺東縣政府南偏西方  44.9  公里 (位於臺灣東部海域)(臺灣東部海域),3
82,2018/6/16 04:53,121.02,22.36,4.2,10.4,臺東縣政府南偏西方  45.4  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/6/16 09:08,120.71,23.63,3.2,15.2,雲林縣政府東偏南方  20.3  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉),3
小區域有感地震,2018/6/18 23:06,121.98,24.4,3.2,19,宜蘭縣政府南偏東方  42.8  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/6/20 01:02,122.43,24,5,25.4,花蓮縣政府東方  82.6  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/6/20 12:49,121.52,23.89,2.2,11.3,花蓮縣政府西南方  15.3  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),1
小區域有感地震,2018/6/21 01:08,121.75,24,3.7,7.3,花蓮縣政府東方  12.9  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/6/21 03:18,121.34,23.06,3.5,18.7,臺東縣政府北偏東方  38.9  公里 (位於臺東縣近海)(臺東縣近海),4
小區域有感地震,2018/6/21 17:44,121.74,24.36,2.9,11.3,宜蘭縣政府南方  41.5  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),1
81,2018/6/22 02:42,121.7,23.01,4.7,24.2,臺東縣政府東偏北方  63.0  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/6/22 13:19,121.66,24.05,2.7,8,花蓮縣政府北偏東方  7.1  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/6/22 16:13,122.37,24.37,4.7,70.6,宜蘭縣政府東偏南方  73.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/6/22 18:13,121.78,24.24,3.5,15.5,花蓮縣政府北偏東方  32.0  公里 (位於花蓮縣近海)(花蓮縣近海),3
80,2018/6/23 00:11,121.79,24.24,4.2,16.8,花蓮縣政府東北方  32.0  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2018/6/25 01:53,121.83,24.04,3.5,6.5,花蓮縣政府東偏北方  21.6  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2018/6/25 21:08,121.61,24,2.8,7,花蓮縣政府北偏西方  1.4  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),2
小區域有感地震,2018/6/26 03:07,120.52,23.42,4,12.5,嘉義市政府東南方  9.3  公里 (位於嘉義縣中埔鄉)(嘉義縣中埔鄉),2
小區域有感地震,2018/6/26 13:00,121.3,23.16,3,6.6,臺東縣政府北偏東方  47.4  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉),2
79,2018/6/26 23:48,121.34,23.06,4.8,19,臺東縣政府北偏東方  38.6  公里 (位於臺東縣近海)(臺東縣近海),2
小區域有感地震,2018/6/27 05:23,121.73,24.26,2.3,12,花蓮縣政府北偏東方  32.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),4
78,2018/6/27 19:15,120.68,23.36,4.1,5,嘉義市政府東偏南方  26.7  公里 (位於嘉義縣阿里山鄉)(嘉義縣阿里山鄉),2
小區域有感地震,2018/6/27 23:26,120.81,23.2,3.7,6,嘉義市政府東南方  47.7  公里 (位於高雄市桃源區)(高雄市桃源區),2
小區域有感地震,2018/6/28 00:18,121.8,24.27,2.7,17.5,花蓮縣政府北偏東方  36.3  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/6/28 10:34,121.7,24.25,2.6,12.3,花蓮縣政府北偏東方  29.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2018/6/28 11:20,121.67,22.72,4.5,24.8,臺東縣政府東方  53.6  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2018/6/28 11:23,121.53,24.44,3.2,7.9,宜蘭縣政府西南方  39.9  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2018/6/28 14:30,121.62,23.99,2.3,7.3,花蓮縣政府西偏北方  .6  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),1
小區域有感地震,2018/6/30 14:32,121.53,24.44,3.1,8,宜蘭縣政府西南方  40.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2018/7/20 17:50,121.53,24.44,3.1,7.7,宜蘭縣政府西南方  40.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
小區域有感地震,2018/7/20 22:13,121.53,24.44,3.1,7.8,宜蘭縣政府西南方  40.3  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
小區域有感地震,2018/7/21 07:51,121.74,24.44,3.6,6.6,宜蘭縣政府南方  32.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),1
小區域有感地震,2018/7/22 02:35,121.71,24.26,2.8,12.1,花蓮縣政府北偏東方  30.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
77,2018/7/23 12:54,120.85,23.82,4.5,29.6,南投縣政府東偏南方  18.4  公里 (位於南投縣水里鄉)(南投縣水里鄉),3
小區域有感地震,2018/7/23 15:45,121.68,23.9,2.9,26.9,花蓮縣政府南偏東方  11.8  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/7/23 18:04,121.22,22.85,2.9,9.8,臺東縣政府東北方  12.9  公里 (位於臺東縣近海)(臺東縣近海),3
小區域有感地震,2018/7/23 21:58,121.23,22.83,3.1,9.2,臺東縣政府東北方  11.8  公里 (位於臺東縣近海)(臺東縣近海),4
小區域有感地震,2018/7/23 21:59,121.28,22.81,4.2,17,臺東縣政府東偏北方  14.4  公里 (位於臺東縣近海)(臺東縣近海),2
90,2018/7/24 22:09,121.23,22.86,4.7,8.7,臺東縣政府東北方  14.0  公里 (位於臺東縣近海)(臺東縣近海),2
小區域有感地震,2018/7/25 02:39,121.67,24.05,3.3,8.2,花蓮縣政府東北方  8.4  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/7/25 02:58,121.43,23.87,2.8,26.2,花蓮縣政府西偏南方  23.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),4
小區域有感地震,2018/7/25 16:55,120.88,22.14,3.4,7.1,屏東縣政府東南方  72.6  公里 (位於屏東縣牡丹鄉)(屏東縣牡丹鄉),3
小區域有感地震,2018/7/26 20:30,121.5,21.97,2.9,21.5,臺東縣政府南偏東方  93.9  公里 (位於臺灣東南部海域)(臺灣東南部海域),4
小區域有感地震,2018/7/27 03:49,121.23,22.85,2.9,7.3,臺東縣政府東北方  13.4  公里 (位於臺東縣近海)(臺東縣近海),3
小區域有感地震,2018/7/27 04:45,121.22,22.86,3,8.4,臺東縣政府北偏東方  13.1  公里 (位於臺東縣近海)(臺東縣近海),2
小區域有感地震,2018/7/27 05:08,120.37,23.36,3.3,10.7,嘉義縣政府東南方  13.4  公里 (位於臺南市後壁區)(臺南市後壁區),2
小區域有感地震,2018/7/27 11:55,120.37,23.36,3.4,9.5,嘉義縣政府東南方  13.6  公里 (位於臺南市後壁區)(臺南市後壁區),3
89,2018/7/28 16:18,120.3,23.43,4.1,14.2,嘉義縣政府南方  3.6  公里 (位於嘉義縣鹿草鄉)(嘉義縣鹿草鄉),2
小區域有感地震,2018/7/29 20:44,120.3,23.43,2.6,13.5,嘉義縣政府南方  3.4  公里 (位於嘉義縣鹿草鄉)(嘉義縣鹿草鄉),2
小區域有感地震,2018/7/31 14:56,121.43,23.45,3.4,31.1,花蓮縣政府南偏西方  62.7  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮),3
小區域有感地震,2018/8/18 03:24,121.31,24.73,3.1,8.3,桃園市政府南方  28.9  公里 (位於桃園市復興區)(桃園市復興區),3
小區域有感地震,2018/8/18 04:17,121.63,24.2,3.5,18.9,花蓮縣政府北方  23.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),1
小區域有感地震,2018/8/18 05:28,121.12,21.9,3.8,28.6,臺東縣政府南方  94.9  公里 (位於臺灣東南部海域)(臺灣東南部海域),2
小區域有感地震,2018/8/18 06:30,121.97,24.36,3.5,21.1,宜蘭縣政府南偏東方  45.8  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2018/8/18 06:57,121.71,24.25,2.8,13.9,花蓮縣政府北偏東方  29.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2018/8/18 07:29,122.32,24.95,4.3,17.5,基隆市政府東偏南方  61.7  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2018/8/18 07:40,121.02,24.76,2.3,4.7,新竹市政府東南方  6.8  公里 (位於新竹市東區)(新竹市東區),3
小區域有感地震,2018/8/18 08:15,120.46,23.16,2.9,10.1,臺南市政府東偏北方  33.7  公里 (位於臺南市玉井區)(臺南市玉井區),2
小區域有感地震,2018/8/18 08:16,121.02,24.76,1.3,4.6,新竹市政府東南方  6.9  公里 (位於新竹市東區)(新竹市東區),2
小區域有感地震,2018/8/18 08:21,121.95,24.73,4.3,78.8,宜蘭縣政府東方  19.3  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2018/8/18 09:01,121.84,24.54,2.5,7.2,宜蘭縣政府南偏東方  22.4  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
88,2018/8/18 09:23,121.69,23.86,4.7,47.7,花蓮縣政府南偏東方  15.8  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2018/8/18 10:30,121.34,22.56,3.3,18.8,臺東縣政府東南方  29.0  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/8/18 12:14,121.6,23.97,2.1,5,花蓮縣政府西南方  2.9  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),1
小區域有感地震,2018/8/18 16:28,120.68,22.84,3.6,19.6,屏東縣政府東北方  26.3  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉),2
小區域有感地震,2018/8/19 03:45,121.6,24.55,3.3,6.7,宜蘭縣政府西南方  26.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),1
小區域有感地震,2018/8/20 21:27,122.3,24.95,3.8,16.6,宜蘭縣政府東偏北方  59.1  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2018/8/20 22:44,122.3,24.93,3.9,10,宜蘭縣政府東偏北方  59.1  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2018/8/22 12:23,121.31,22.68,4.2,37.3,臺東縣政府東偏南方  18.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/8/22 23:59,120.89,23.78,2.9,21.2,南投縣政府東偏南方  24.6  公里 (位於南投縣信義鄉)(南投縣信義鄉),2
小區域有感地震,2018/8/23 04:30,121.64,24.3,3.4,22.4,花蓮縣政府北方  34.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2018/8/23 14:22,121.64,24.33,2.8,22.7,花蓮縣政府北方  37.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2018/8/24 06:49,121.37,24.44,3.2,9,宜蘭縣政府西南方  50.9  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉),3
小區域有感地震,2018/8/26 16:20,120.5,23.14,3.2,14.5,臺南市政府東偏北方  35.8  公里 (位於臺南市楠西區)(臺南市楠西區),4
87,2018/8/26 21:19,120.5,23.14,4.1,14.6,臺南市政府東偏北方  35.7  公里 (位於臺南市楠西區)(臺南市楠西區),2
小區域有感地震,2018/8/26 21:36,120.72,23.59,3.2,15.2,雲林縣政府東偏南方  23.0  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉),1
小區域有感地震,2018/8/26 21:44,121.99,24.3,3.8,51.8,花蓮縣政府東北方  51.1  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2018/8/28 13:39,121.08,22.91,3.3,11.4,臺東縣政府北偏西方  18.2  公里 (位於臺東縣鹿野鄉)(臺東縣鹿野鄉),1
86,2018/8/29 05:21,122.36,24.02,5.5,24.8,花蓮縣政府東方  75.5  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/8/30 03:53,122.06,24.48,4.3,59.9,宜蘭縣政府東南方  41.1  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/8/30 04:36,121.71,24.32,3.5,4.1,花蓮縣政府北偏東方  37.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2018/8/30 14:38,121.01,22.38,3.7,11.6,臺東縣政府南偏西方  44.5  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2018/8/31 04:14,121.44,23.64,3.5,35.5,花蓮縣政府南偏西方  42.8  公里 (位於花蓮縣光復鄉)(花蓮縣光復鄉),2
小區域有感地震,2018/9/4 00:37,121.17,23,4,10.6,臺東縣政府北方  26.7  公里 (位於臺東縣關山鎮)(臺東縣關山鎮),3
小區域有感地震,2018/9/5 01:45,120.19,23,2.9,13,臺南市政府東北方  1.7  公里 (位於臺南市中西區)(臺南市中西區),1
小區域有感地震,2018/9/5 01:53,120.19,23,2.4,13.5,臺南市政府東偏北方  1.2  公里 (位於臺南市中西區)(臺南市中西區),4
小區域有感地震,2018/9/5 13:55,121.17,23.07,2.8,12.6,臺東縣政府北方  35.2  公里 (位於臺東縣關山鎮)(臺東縣關山鎮),3
小區域有感地震,2018/9/6 00:20,121.17,23,3.4,11,臺東縣政府北方  26.6  公里 (位於臺東縣關山鎮)(臺東縣關山鎮),5
99,2018/9/7 16:15,121.17,23,4.3,10.4,臺東縣政府北方  27.8  公里 (位於臺東縣關山鎮)(臺東縣關山鎮),2
98,2018/9/8 14:50,121.44,23.64,3.8,13.5,花蓮縣政府南偏西方  42.6  公里 (位於花蓮縣光復鄉)(花蓮縣光復鄉),3
小區域有感地震,2018/9/9 18:33,122.26,24.15,4.3,45.7,花蓮縣政府東偏北方  67.5  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/9/9 21:11,121.4,23.75,2.9,19.8,花蓮縣政府西南方  35.1  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉),2
小區域有感地震,2018/9/9 21:16,121.55,23.57,3.5,31.4,花蓮縣政府南方  47.6  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/9/11 12:43,122.06,24.75,4.1,68.2,宜蘭縣政府東方  29.8  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/9/12 03:42,121.23,22.82,2.5,9.5,臺東縣政府東北方  10.9  公里 (位於臺東縣近海)(臺東縣近海),2
小區域有感地震,2018/9/12 03:58,120.52,23.3,2.9,12.9,嘉義市政府南偏東方  20.7  公里 (位於臺南市東山區)(臺南市東山區),2
小區域有感地震,2018/9/12 05:20,120.68,22.71,3.3,26.4,屏東縣政府東方  19.5  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉),5
小區域有感地震,2018/9/14 09:08,120.83,23.21,3.4,5.4,嘉義市政府東南方  48.7  公里 (位於高雄市桃源區)(高雄市桃源區),4
小區域有感地震,2018/9/14 12:50,121.79,24.72,3,10.6,宜蘭縣政府東偏南方  2.6  公里 (位於宜蘭縣壯圍鄉)(宜蘭縣壯圍鄉),5
